Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Label
0.949346503,0.214491701,0.580449117,0.359745854,0.053721612,0.981071078,0.974087374,0.97678988,0.960178535,0.278923201,0.969590431,0.02984101,0.235733271,0.038827753,0.429308206,1
0.939445079,0.208444516,0.588446841,0.371053628,0.057584943,0.963549273,0.969797138,0.980854704,0.959016536,0.305046739,0.980245421,0.041321985,0.249178649,0.055198494,0.458022493,1
0.056978838,0.217614556,0.594751614,0.156827099,0.201460357,0.552817253,0.141817161,0.258021175,0.359927748,0.077648333,0.83401517,0.144796697,0.619989224,0.619856954,0.026445947,0
0.054359015,0.199081218,0.607593097,0.158010269,0.191939854,0.568760323,0.13083456,0.211722953,0.352815046,0.092539283,0.826761416,0.145458352,0.624003679,0.624719371,0.006417736,0
0.417716666,0.152421624,0.953545599,0.019189066,0.161962958,0.476029707,0.12397765,0.833643192,0.017352078,0.954955028,0.827397034,0.149054785,0.024706442,0.870785627,0.961188831,1
0.950923086,0.215201341,0.619284504,0.318531811,0.062728926,0.992691717,0.996758145,0.96594758,0.990341462,0.320778832,0.985422455,0.038270075,0.250182985,0.052918141,0.422567158,1
0.957980443,0.227218795,0.605115774,0.322625876,0.084293069,0.981495753,0.962173649,0.96138468,0.980160305,0.310360628,0.960932669,0.028439964,0.242032808,0.019821518,0.444372199,1
0.437969687,0.143062801,0.968243448,0.021960694,0.170550031,0.492617758,0.143022907,0.808903123,0.034812892,0.939022291,0.784767237,0.134854689,0.034111359,0.877608305,0.993396029,1
0.416649779,0.157158303,0.986148554,0.027884026,0.161903426,0.479476305,0.142677494,0.805393002,0.022053845,0.969910091,0.801296788,0.151720942,0.022949586,0.88448464,0.977327235,1
0.046962342,0.208616485,0.608555669,0.170510779,0.186501411,0.562835149,0.144290661,0.255323976,0.349385594,0.044229476,0.810895958,0.146196955,0.617452158,0.613775129,0.049040304,0
0.964645714,0.198755849,0.605598635,0.335167457,0.042968101,0.972937872,0.97062758,0.98287154,0.973302624,0.286948784,0.980276577,0.025591847,0.266363632,0.024941622,0.427050804,1
0.955169525,0.190902819,0.610992516,0.330084497,0.073165267,0.954005105,0.965003618,0.980543946,0.967643121,0.294990986,0.983487044,0.017481386,0.246456123,0.035797098,0.459647974,1
0.390317185,0.968472466,0.871370642,0.375308088,0.018335458,0.018744853,0.025987884,0.887742745,0.618842896,0.479161405,0.020881619,0.970179318,0.977075749,0.221075736,0.242177825,0
0.850713443,0.049453124,0.044931944,0.957882133,0.948092646,0.782839748,0.364223007,0.03634743,0.728258505,0.051599392,0.138123784,0.444502318,0.075089554,0.970381176,0.346000099,0
0.816725947,0.02759341,0.034014384,0.99206562,0.947534456,0.790709124,0.34235452,0.028909429,0.71176772,0.060709666,0.134402838,0.477189944,0.063885786,0.950512038,0.351495971,0
0.406121355,0.96535818,0.846741425,0.418260906,0.031314315,0.021499707,0.026108601,0.880921137,0.622923942,0.461343436,0.026542867,0.955706918,0.96928702,0.204456117,0.242129276,0
0.963564221,0.202796871,0.584039474,0.350182116,0.079508464,0.992616044,0.972527168,0.979641862,0.970880217,0.330731286,0.974336915,0.038647705,0.233704466,0.026290354,0.441532816,1
0.418703143,0.965620376,0.852701349,0.393410438,0.040645732,0.041663959,0.01124709,0.897949578,0.635622684,0.473071447,0.016363858,0.97793566,0.970031672,0.23099764,0.240726235,0
0.977724229,0.232194175,0.609514641,0.332202036,0.064018689,0.955177096,0.962236255,0.976950302,0.950986174,0.302546404,0.990115998,0.028372978,0.258510875,0.034993335,0.425688719,1
0.063122655,0.197206507,0.589884418,0.161328608,0.174047831,0.558369078,0.141517537,0.245825434,0.354963706,0.036312011,0.839054452,0.153409042,0.615550152,0.608789642,0.055481627,0
0.069197548,0.192005478,0.588861043,0.147582412,0.175878079,0.562331902,0.111083614,0.230890006,0.383511258,0.060502813,0.829201852,0.133142829,0.611736143,0.617980112,0.013898665,0
0.842839061,0.033698284,0.046496409,0.938209695,0.956701671,0.803123345,0.351929943,0.022893568,0.726238327,0.060230028,0.141346679,0.475977778,0.047590979,0.981942909,0.333471987,0
0.491825668,0.164740956,0.950038821,0.038617691,0.171163105,0.46923212,0.137955894,0.809765985,0.031841135,0.920286837,0.82555888,0.131162156,0.025854217,0.861187432,0.973448612,1
0.413603103,0.958094452,0.859307835,0.393322598,0.016525872,0.034027381,0.019412037,0.887576991,0.624541036,0.483194456,0.025119879,0.966367262,0.978039015,0.204289907,0.227487868,0
0.794513305,0.020162712,0.03188269,0.94259882,0.966875746,0.778116855,0.371600897,0.005827686,0.72963859,0.059862641,0.142184767,0.47397531,0.072530338,0.964997389,0.320438314,0
0.83370971,0.033821565,0.047658377,0.906524125,0.963233081,0.801408154,0.358306497,0.045529963,0.702879174,0.025565123,0.140227547,0.482150107,0.048829782,0.967356451,0.341674655,0
0.924273823,0.2213198,0.608419028,0.349474143,0.065197352,0.982535176,0.967405631,0.976957868,0.964979556,0.289974307,0.978839149,0.04368137,0.274983284,0.031693178,0.415230972,1
0.917592119,0.224111141,0.593230523,0.363083097,0.062254978,0.97179262,0.95552732,0.96530701,0.949473615,0.285222315,0.977550898,0.026999877,0.241855985,0.020734004,0.424588937,1
0.922558433,0.217587078,0.601466702,0.312505015,0.066767765,0.973793477,0.979142862,0.971889051,0.983661965,0.305383471,0.966973436,0.019587027,0.236008663,0.017634758,0.433122248,1
0.059040769,0.209057257,0.583227634,0.140239586,0.168307449,0.571554409,0.139029992,0.236148264,0.357107224,0.092093295,0.824210588,0.14547915,0.601724349,0.614641635,0.052704913,0
0.032776296,0.188192811,0.617347343,0.157739278,0.185747746,0.557511403,0.153407014,0.236584857,0.357641975,0.069716117,0.809146454,0.139279138,0.622630034,0.634119244,0.049225354,0
0.831443842,0.027611863,0.033685796,0.947604777,0.971599988,0.786870773,0.34894421,0.014612129,0.738432354,0.044736272,0.135692768,0.482684105,0.072268512,0.976458167,0.33596947,0
0.848582127,0.044576362,0.037814087,0.943896451,0.96778429,0.786037141,0.359825931,0.032522646,0.750279282,0.0261025,0.142737381,0.465102725,0.061906132,0.962721489,0.350405158,0
0.84782179,0.041484095,0.060549477,0.929038022,0.967152947,0.788531697,0.34816764,0.016496608,0.74056822,0.051727096,0.121636182,0.470242099,0.081341628,0.971190925,0.335970785,0
0.060079899,0.192962181,0.592594867,0.159140513,0.177308606,0.557396727,0.127353895,0.242235078,0.373551046,0.090650499,0.809277168,0.157090501,0.62665474,0.642816749,0.043337651,0
0.871016182,0.070027943,0.043473226,0.953789701,0.974058033,0.770813577,0.353888304,0.023250637,0.732012932,0.034111754,0.131262227,0.445497467,0.048463705,0.975459028,0.323725436,0
0.439215626,0.976145011,0.842082256,0.43900729,0.028244383,0.026245455,0.024150319,0.870173202,0.62973838,0.498243983,0.024930316,0.978438546,0.964694384,0.20960336,0.231738867,0
0.928767713,0.207987502,0.607241792,0.307637028,0.036629347,0.98432291,0.948985967,0.965791709,0.97429102,0.306500647,0.969048787,0.030801359,0.27549513,0.048240102,0.420234112,1
0.055556121,0.220290868,0.588000426,0.192442257,0.188962142,0.560658431,0.127357207,0.251747774,0.367597948,0.088043811,0.816901137,0.164155314,0.614793033,0.632461006,0.032862926,0
0.926729862,0.202327832,0.614978321,0.347054393,0.050082207,0.979914813,0.976389849,0.968870769,0.95921641,0.293871997,0.97215052,0.020963746,0.259238159,0.043877856,0.429431488,1
0.927200817,0.201761773,0.583443628,0.35135072,0.045739196,0.979219984,0.979027571,0.985388911,0.967824471,0.290472832,0.968020852,0.03639469,0.247658752,0.03281368,0.449327515,1
0.4272197,0.999195161,0.849060206,0.415334528,0.03213822,0.050149138,0.02735423,0.879032189,0.616494563,0.489041651,0.024272688,0.99546111,0.994821151,0.199855369,0.217223326,0
0.410905478,0.959171226,0.837911271,0.420751372,0.030008203,0.037239793,0.009274159,0.875205073,0.644128179,0.495491519,0.034521546,0.963626505,0.963360927,0.221956159,0.241938278,0
0.082870837,0.184848541,0.588877486,0.171006993,0.197677796,0.548492692,0.125380712,0.240966759,0.34380124,0.051452146,0.814093343,0.145940597,0.613757121,0.630554318,0.028798915,0
0.852421969,0.046487639,0.016984774,0.949800673,0.977139655,0.795771488,0.356388881,0.028803667,0.730997725,0.05952738,0.13607055,0.467992525,0.0590247,0.957002067,0.333538321,0
0.440007845,0.154219515,0.974226275,0.040315172,0.16137153,0.490207899,0.139722646,0.79640139,0.034003699,0.94171052,0.810593519,0.148151826,0.019799801,0.888853847,0.948025757,1
0.034858111,0.201743177,0.586343645,0.193122803,0.180693175,0.56374803,0.134967043,0.234484235,0.340441215,0.084924067,0.843287529,0.141221085,0.591712842,0.622277173,0.022743525,0
0.392765035,0.956553997,0.848958551,0.437054592,0.021634558,0.029041516,0.029769474,0.875664827,0.610809267,0.472994136,0.031532602,0.974871149,0.982613141,0.21219656,0.22571831,0
0.443314023,0.171142666,0.964405643,0.036615449,0.177808085,0.455645849,0.143106119,0.804395636,0.038812847,0.98748949,0.806337185,0.133610733,0.026810849,0.866287545,0.978461915,1
0.840509562,0.031795187,0.05252368,0.928280052,0.959074487,0.793867088,0.374678267,0.036764326,0.729034666,0.041326485,0.140582715,0.466929802,0.053252351,0.968215855,0.323745219,0
0.84343455,0.031532846,0.03727909,0.923977294,0.976176938,0.783928337,0.380471685,0.045967195,0.732656589,0.044091019,0.127245001,0.475636665,0.059257243,0.984334675,0.341665598,0
0.418192142,0.179845125,0.972024971,0.035500994,0.169691277,0.495043077,0.148947018,0.815129578,0.016669686,0.938054576,0.808581848,0.153495306,0.037520497,0.861265614,0.980440599,1
0.425285691,0.170868115,0.950186996,0.051061538,0.176473721,0.480518823,0.151733569,0.81772346,0,0.959347901,0.816952034,0.145444378,0.019241407,0.865243845,0.989728106,1
0.072407386,0.188129316,0.601747449,0.156856533,0.182729023,0.550659119,0.143257096,0.208299368,0.375194721,0.057398017,0.831372569,0.152892067,0.625241027,0.627982439,0.024269654,0
0.945981568,0.210165594,0.597513077,0.306379523,0.041899714,0.952608101,0.963275603,0.949160105,0.95942465,0.284814361,0.974905126,0.034712917,0.243251404,0.008082819,0.426685512,1
0.824782919,0.015870193,0.036441454,0.942270774,0.958312481,0.772982794,0.351295349,0.022501201,0.728710376,0.053752315,0.131786265,0.461662737,0.064002962,0.971272386,0.354796924,0
0.453131979,0.154817656,0.983773616,0.051755991,0.167627451,0.475410021,0.136734588,0.834849338,0.01497087,0.944650177,0.797098423,0.149391001,0.021737592,0.863702703,0.990104391,1
0.853897737,0.059370804,0.048625118,0.947876968,0.966798748,0.790492619,0.353312568,0.03926738,0.700633972,0.077304024,0.135498455,0.448169422,0.051430944,0.948354985,0.320597255,0
0.851964271,0.04087325,0.031484471,0.943174448,0.980856472,0.783344548,0.373465778,0.031793511,0.721451467,0.036183575,0.127097688,0.471050391,0.04707705,0.962658626,0.354716713,0
0.95732115,0.193800901,0.605230178,0.352045057,0.047935987,0.956444797,0.96016777,0.954250125,0.958388329,0.30085306,0.975076712,0.030895907,0.244996879,0.023540777,0.411555164,1
0.421472909,0.967634815,0.865743019,0.380163324,0.011490052,0.029369332,0.033911203,0.897719501,0.632997169,0.492730062,0.024888369,0.990972921,0.961965253,0.215058078,0.213308685,0
0.814692289,0.022597324,0.04831016,0.944449847,0.98062044,0.801722315,0.364927643,0.025457114,0.697570542,0.05133052,0.156695436,0.465165411,0.039124964,0.964223845,0.333405937,0
0.042251275,0.193759062,0.604680067,0.160321332,0.179665191,0.564956819,0.132850067,0.240508531,0.365093521,0.055732696,0.809500882,0.149035433,0.603141142,0.623051915,0.022325059,0
0.899088478,0.22068288,0.593545013,0.338721298,0.067451421,0.992305234,0.961009006,0.964227039,0.957578221,0.289756339,0.95883686,0.010195514,0.251569204,0.050500571,0.459024624,1
0.446726201,0.164351243,0.958446054,0.046314242,0.178776733,0.488173061,0.113733186,0.824165744,0.044174761,0.983180502,0.800815982,0.146501065,0.028307243,0.876551973,0.96679985,1
0.073083252,0.199298096,0.605881404,0.165349595,0.183212669,0.540404191,0.147806339,0.263929255,0.348341585,0.049135386,0.825685859,0.142383859,0.612317405,0.639004785,0.004253939,0
0.456703552,0.163831416,0.982196211,0.040814267,0.174277148,0.49543999,0.1478649,0.827387481,0.025004649,0.95182036,0.817849707,0.141570111,0.001841772,0.87350736,0.982709933,1
0.069280606,0.201447462,0.59350003,0.173097428,0.17657959,0.547884435,0.098048331,0.242062176,0.3771671,0.038184126,0.81717675,0.153792083,0.584986159,0.620252871,0.052104953,0
0.436967174,0.142995955,0.982480328,0.050921999,0.179093443,0.461043607,0.135038944,0.812599068,0.029207267,0.960663382,0.808253494,0.14296676,0.036644411,0.856858193,0.958575854,1
0.85921319,0.02397139,0.022317487,0.925666891,0.957234933,0.769072571,0.372469313,0.024186638,0.73408496,0.046442879,0.134902727,0.459210632,0.070687985,0.973271136,0.337369021,0
0.458719275,0.964320128,0.867325921,0.407829354,0.032546699,0.046453935,0.043715865,0.885995963,0.629446555,0.506628116,0.053310195,0.975995076,0.996962087,0.208506996,0.24071722,0
0.459932767,0.159221704,0.973279242,0.026033922,0.177528857,0.485045981,0.146479882,0.803433269,0.039480333,0.935372325,0.81333921,0.130735629,0.026815885,0.858231981,0.962783767,1
0.958451184,0.193076552,0.60443653,0.35236865,0.079947491,0.965274787,0.961949631,0.959528356,0.970851707,0.319623083,0.964455175,0.028507363,0.223202292,0.045281418,0.407923516,1
0.426455746,0.950251555,0.862298704,0.410578116,0.012019156,0.041143058,0.004714663,0.866949207,0.635146036,0.499467642,0.039084693,0.981881603,0.991467912,0.218781012,0.225396855,0
0.046784172,0.216714736,0.625386547,0.153652157,0.166934605,0.567252005,0.138070829,0.253833743,0.358289531,0.057862134,0.839226816,0.152514729,0.594150377,0.633319082,0.042854255,0
0.450052447,0.143661855,0.985358145,0.040328739,0.158061151,0.466518911,0.124642606,0.806621078,0.03455594,0.966218466,0.831352416,0.140586806,0.032790619,0.862122261,0.969410371,1
0.398893116,0.937982903,0.863964279,0.417812862,0.008229013,0.008869819,0.017001095,0.897124777,0.627555935,0.476669537,0.01845046,0.962681704,0.952465429,0.197967589,0.212139173,0
0.852590111,0.049718377,0.03688817,0.945307706,0.966041402,0.788556216,0.325243813,0.041137875,0.753955391,0.054102783,0.131928769,0.463817735,0.069973428,0.968769077,0.34827625,0
0.430522697,0.152439357,0.977315619,0.058186117,0.181768532,0.470784934,0.124059936,0.772127153,0.01720354,0.945742562,0.812998638,0.14516395,0.060900748,0.874542753,0.951638391,1
0.966808305,0.182388439,0.591220414,0.311667146,0.056697019,0.969839147,0.963516997,0.958597784,0.955002081,0.319541471,0.985835792,0.007960415,0.242942908,0.036798616,0.429575622,1
0.866676617,0.040561173,0.017868057,0.926351931,0.969763281,0.775430282,0.329023274,0.013795103,0.720791482,0.049374536,0.149535678,0.470729924,0.057519634,0.975732618,0.340107709,0
0.815635222,0.024395162,0.032634497,0.928852772,0.98280267,0.788587288,0.359378653,0.013687148,0.740981316,0.056907113,0.127738337,0.44903361,0.061010953,0.966498121,0.329997922,0
0.822309721,0.033524644,0.026101902,0.956309351,0.947660112,0.79039544,0.349991443,0.039581526,0.717883797,0.031212396,0.130616141,0.460932581,0.071103428,0.980280746,0.362919629,0
0.936712976,0.206368413,0.605876252,0.337831776,0.077629008,0.961828947,0.949596027,0.9862552,0.972286827,0.29516822,0.974384295,0.038970858,0.248052866,0.02085827,0.423801355,1
0.06401056,0.199628063,0.624346327,0.166387011,0.178908017,0.565782209,0.113668063,0.24957237,0.365835757,0.074685916,0.823629555,0.138249662,0.601632281,0.626938579,0.020250999,0
0.871316382,0.036940365,0.049748159,0.957655801,0.983265616,0.779631107,0.360651155,0.030743971,0.691941883,0.028089993,0.140940834,0.471073085,0.047071514,0.973991488,0.343113012,0
0.064016895,0.215029676,0.581640702,0.154215403,0.177483782,0.557941496,0.135261015,0.26323965,0.360939738,0.095291058,0.823824541,0.159011793,0.613274802,0.644698916,0.015114882,0
0.804997537,0.047176814,0.059340042,0.938283499,0.994459358,0.782198339,0.373371593,0.03483027,0.729678709,0.076693078,0.143032057,0.469558652,0.039679393,0.955142651,0.342481336,0
0.43656504,0.961689621,0.858962158,0.410415739,0.041961747,0.042582542,0.043851757,0.868941943,0.633362526,0.50257542,0.032936248,0.980753231,0.975247368,0.203014945,0.203286586,0
0.433056572,0.168996068,0.987995346,0.019880839,0.160162198,0.483793573,0.130346303,0.826025497,0.023758161,0.931219466,0.795249027,0.153248594,0.03468559,0.879767285,0.973758811,1
0.945408777,0.19262405,0.590272348,0.336104018,0.048141421,0.949662359,0.982961489,0.970596298,0.969727819,0.316686775,0.959560957,0.025705026,0.263891076,0.023480964,0.426279826,1
0.051721628,0.201812959,0.606552379,0.139783881,0.198633427,0.576348772,0.150398075,0.234350654,0.339622731,0.084256505,0.819178235,0.152165009,0.628216489,0.618657129,0.030650025,0
0.415796434,0.172735998,0.9660724,0.049896304,0.16652931,0.46380471,0.1442797,0.808614129,0.023444085,0.931220893,0.808467221,0.148322232,0.025580479,0.878108997,0.971182203,1
0.945470869,0.199127393,0.601469732,0.328961225,0.073394614,0.975757374,0.991645816,0.965098668,0.976987616,0.27788014,1,0.038528437,0.243301003,0.025985268,0.426545922,1
0.429115263,0.150349567,0.985240194,0.041487195,0.170404783,0.48317367,0.109006557,0.822226303,0.032735411,0.929063435,0.793348874,0.14202032,0.030960967,0.872289784,0.993203846,1
0.844760973,0.029829472,0.027159558,0.938601302,0.962040535,0.789804717,0.337401413,0.024261256,0.721601068,0.046033317,0.13774239,0.487414943,0.068424729,0.978089102,0.332234864,0
0.39483385,0.949283045,0.863873628,0.420661207,0.05428318,0.017132683,0.025698837,0.886842767,0.642324546,0.481601118,0.01672879,0.986870351,0.970958651,0.220727464,0.238035923,0
0.445101696,0.98618164,0.836397979,0.421009711,0.018267045,0.031417916,0.029333405,0.876508195,0.643115978,0.493370331,0.025981531,0.969244202,0.9761786,0.215591658,0.225500336,0
0.854460531,0.041345425,0.021870506,0.977892022,0.962793393,0.780287723,0.359937861,0.052411139,0.733971759,0.059831155,0.124405398,0.466475655,0.055794349,0.979269609,0.347263011,0
0.861794469,0.021699069,0.038422852,0.953661608,0.986206683,0.790146821,0.359766051,0.039201898,0.715589902,0.036655362,0.146520413,0.443582387,0.054078302,0.957067268,0.339311869,0
0.04318618,0.164326873,0.607112485,0.153356888,0.202121595,0.56089198,0.128037996,0.260134291,0.375362579,0.068886675,0.839574401,0.143143304,0.612485506,0.632059273,0.047073594,0
0.848950589,0.04234507,0.032319441,0.9535377,0.989635113,0.780133017,0.367340882,0.024495944,0.716081346,0.100424541,0.140498712,0.471621905,0.068688937,0.986941592,0.34176432,0
0.947248233,0.20774699,0.587279322,0.288767742,0.053524254,0.973413893,0.960978322,0.967557589,0.984462621,0.306197775,0.947925256,0.0280465,0.24782646,0.019807383,0.440418151,1
0.915325574,0.206052711,0.574726861,0.328766215,0.069397118,0.96804761,0.965283635,0.970339089,0.96821387,0.318975062,0.977119251,0.045251004,0.248606694,0.010693024,0.442158941,1
0.445516112,0.144740886,0.985869245,0.054445149,0.169660524,0.476671088,0.137863764,0.812058114,0.008013412,0.933410123,0.804151886,0.126990575,0.01613646,0.881632814,0.97599195,1
0.823181438,0.037568895,0.030487736,0.940769149,0.95875463,0.786919133,0.369582189,0.031283092,0.725299162,0.030657128,0.132532739,0.478291716,0.07374656,0.982148296,0.349225681,0
0.818003481,0.065487013,0.01198532,0.942562463,0.973316506,0.764983951,0.339378456,0.019296922,0.722620901,0.06969622,0.135037012,0.460585452,0.028894871,0.976679717,0.347164803,0
0.417441272,0.160598666,0.975263216,0.063394894,0.165800308,0.495033349,0.126428423,0.814285891,0.048237954,1,0.831214526,0.145669624,0.034756779,0.876629636,0.974006791,1
0.832663227,0.047249016,0.033476104,0.926572935,0.949416373,0.783474334,0.341421805,0.02546601,0.736918953,0.058719903,0.153628001,0.462156766,0.054549081,0.976149832,0.328078141,0
0.448895623,0.164158522,0.992394515,0.065816623,0.158508561,0.474353373,0.147967515,0.806429883,0.01007428,0.939313495,0.81241274,0.104536232,0.01612933,0.84977685,0.985328265,1
0.427960103,0.968138073,0.863383254,0.429354692,0.016612969,0.045183043,0.040299465,0.881542161,0.634481569,0.494263356,0.029203175,0.983273248,0.991018429,0.211220681,0.246071294,0
0.427388073,0.969502291,0.840171466,0.408869547,0.045008129,0.039353469,0.02275416,0.884458915,0.611175232,0.513930289,0.038203008,0.972467954,0.976868881,0.187455584,0.220389044,0
0.964347233,0.193121968,0.600342779,0.358512389,0.059126292,0.972153977,0.95548177,0.964323165,0.985274741,0.319881768,0.974183046,0.009272293,0.238495758,0.04778586,0.435841276,1
0.925168136,0.198609755,0.591853301,0.334649131,0.046182345,0.966373388,0.96627264,0.987222223,0.952513348,0.284519484,0.971648076,0.042350801,0.252998055,0.032114849,0.425958335,1
0.426246283,0.961818109,0.854251675,0.418629638,0.021637721,0.027688486,0.001764494,0.896438678,0.64336314,0.461822287,0.024709952,0.960765249,0.972547298,0.218217955,0.241216687,0
0.846037598,0.032953307,0.046749104,0.9598634,0.947626533,0.771583197,0.350015286,0.013747802,0.750111738,0.059766915,0.134722193,0.461874359,0.055023503,0.950158446,0.311516906,0
0.433194021,0.176625465,0.957578263,0.045484934,0.162419235,0.456472801,0.144707766,0.82441685,0.034352312,0.930097539,0.814487529,0.154461201,0.03975781,0.876036732,0.982763169,1
0.429495895,0.18150191,0.962888033,0.011586108,0.165908377,0.467566267,0.11511574,0.812285274,0.039377868,0.942064977,0.809689843,0.162740845,0.020310746,0.875934532,0.945000354,1
0.409051189,0.974478478,0.852731067,0.388047938,0.021589789,0.031800852,0.039466038,0.881389048,0.656045974,0.458616956,0.023068858,0.973046714,0.972284157,0.197697591,0.233594411,0
0.39927204,0.16612237,0.96797271,0,0.173501518,0.489714832,0.119875569,0.808994393,0.033079003,0.909515313,0.808043834,0.151775875,0.02245113,0.85501967,0.951462532,1
0.397063149,0.140759989,0.957488095,0.041368349,0.171296804,0.480162765,0.145897797,0.820039532,0.01564691,0.957275652,0.820247424,0.143488406,0.007751693,0.882100546,0.970373891,1
0.918575753,0.213016467,0.596942334,0.338793533,0.057638876,0.967549536,0.967792985,0.965557102,0.976222822,0.28976096,0.961652452,0.031325271,0.242481894,0.016715035,0.4375523,1
0.954983377,0.217523101,0.589644169,0.318749309,0.050255717,0.980077397,0.947929048,0.988728422,0.962100296,0.312609778,0.977139026,0.022704472,0.241430091,0.030252339,0.417973409,1
0.381538537,0.957489737,0.848475752,0.420019165,0.028544485,0.040575384,0.034644505,0.888881608,0.657054932,0.496732123,0.024444285,0.993854307,0.988308599,0.230955514,0.225698773,0
0.030286627,0.197639432,0.584344907,0.131439901,0.185955524,0.548942703,0.157203986,0.259388941,0.381618255,0.061235293,0.828535036,0.121025332,0.60743684,0.626899556,0.038161461,0
0.951475484,0.199897174,0.595137302,0.327844066,0.065453116,0.968055268,0.959090915,0.982353467,0.970066503,0.306594096,0.974198124,0.012129317,0.270594234,0.029081829,0.402297082,1
0.826950557,0.048173566,0.023704635,0.937841723,0.975552019,0.785091206,0.359092346,0.017701429,0.732464701,0.035210647,0.124246076,0.460132665,0.077458907,0.967610751,0.367107242,0
0.830887354,0.056338029,0.050949444,0.979883013,0.967353142,0.797232176,0.355575603,0.033728233,0.720821215,0.008652147,0.141514089,0.477904049,0.044433782,0.971481335,0.350013818,0
0.817869397,0.030270702,0.035561812,0.964465318,0.983974605,0.781993446,0.3336435,0.034063652,0.746611789,0.01926148,0.124896307,0.472087221,0.063638229,0.965640678,0.339112213,0
0.428079228,0.152031846,0.974678624,0.033652148,0.162061658,0.487815162,0.133240306,0.79611114,0.037733738,0.944648874,0.819646975,0.159666641,0.031037295,0.846973443,0.941379775,1
0.420987161,0.960636963,0.866038965,0.4147549,0.03875739,0.026914785,0.045700987,0.89275053,0.655987084,0.483880478,0.03108865,0.96288877,0.968526689,0.217891186,0.243223337,0
0.460064756,0.159222576,0.988337637,0.032231505,0.169086304,0.474222681,0.130102537,0.817607158,0.038294937,0.96269833,0.807213898,0.140615737,0.019086166,0.870150449,0.946789036,1
0.069976884,0.178792821,0.594683638,0.15358392,0.191343676,0.56338761,0.125371873,0.24361865,0.367277932,0.059279789,0.839704613,0.155613756,0.612621164,0.630090267,0.029387727,0
0.789926279,0.037262184,0.050172073,0.965330537,0.996572647,0.784787074,0.34588184,0.027702104,0.729815398,0.073010647,0.151920248,0.464944542,0.064775129,0.964914232,0.3288352,0
0.92528852,0.20216356,0.598700183,0.318146498,0.049210625,0.971509697,0.979534666,0.981155649,0.968373867,0.296346765,0.972691503,0.036088838,0.249684517,0.042277966,0.415706419,1
0.419150184,0.954796939,0.841773469,0.402193112,0.024965782,0.03021171,0.037717248,0.878819429,0.612662179,0.525715962,0.01714206,0.982892111,0.974937619,0.213882851,0.22724431,0
0.834004355,0.029453885,0.026475982,0.963806412,0.965695922,0.78709047,0.344310499,0.024532416,0.729443102,0.048233628,0.142982813,0.479483163,0.053974216,0.980983165,0.320744614,0
0.932672374,0.20572221,0.60254251,0.359563814,0.053695658,0.986013132,0.964477971,0.96015148,0.970181014,0.288304668,0.974741191,0.063755644,0.259333992,0.027667957,0.4449037,1
0.417134168,0.973747259,0.869004861,0.425984506,0.033533408,0.017869349,0.068565775,0.875975279,0.627416437,0.462588753,0.034577889,0.975554162,0.983332155,0.19216677,0.242991343,0
0.417960688,0.16389637,0.975852454,0.046679161,0.15642668,0.463382338,0.128922476,0.81719781,0.024192744,0.957053917,0.823797936,0.13736263,0.017874767,0.870658534,0.967966949,1
0.440608904,0.169860689,0.988376048,0.018707702,0.150702419,0.491917819,0.126553158,0.798454058,0.007968422,0.981758434,0.822776397,0.139549419,0.020248035,0.869780269,0.981269033,1
0.419923102,0.953920965,0.853386982,0.429478169,0.045438932,0.020871222,0.035367981,0.889957787,0.629645575,0.495900072,0.031229035,0.979733854,0.991068297,0.219696241,0.231654808,0
0.964829482,0.20349505,0.607647831,0.333552034,0.067320712,0.988693877,0.96597568,0.981677333,0.960297084,0.311251419,0.954732979,0.0246253,0.234589463,0.042131576,0.454605165,1
0.956402779,0.200437644,0.606045386,0.331136404,0.091244733,0.951253123,1,0.968620494,0.969874652,0.297470708,0.953436219,0.024367462,0.242507538,0.030806942,0.445877758,1
0.049561454,0.212657821,0.607528369,0.153963782,0.192161934,0.550817655,0.165930391,0.218531927,0.369886901,0.043281668,0.824758247,0.148173321,0.62790181,0.618273109,0.05446673,0
0.009271482,0.202527144,0.620407218,0.132222613,0.185209285,0.548116196,0.141964286,0.246317389,0.34660718,0.056261604,0.818446342,0.163486402,0.625450109,0.622427901,0.053333401,0
0.050390324,0.204721073,0.59493991,0.161736721,0.175952786,0.555720849,0.141539423,0.249921044,0.366535942,0.057142665,0.820947809,0.142950202,0.607497598,0.640647794,0.030980322,0
0.921243056,0.209686633,0.5879575,0.303857988,0.071211339,0.97379028,0.992280538,0.982749115,0.931846686,0.330956517,0.982418899,0.022140247,0.241742561,0.033304627,0.41570566,1
0.822348437,0.034786776,0.035260311,0.947976452,0.957845152,0.784558475,0.353826455,0.03923508,0.743011042,0.040116637,0.147549832,0.466250529,0.044414328,0.991043651,0.368112516,0
0.930027843,0.198881112,0.606356096,0.295306911,0.055882526,0.972523338,0.990404878,0.957371859,0.952372206,0.293232748,0.977138977,0.031367745,0.230190962,0.029898702,0.451957799,1
0.069290205,0.196173967,0.602054807,0.152240366,0.193157933,0.557786685,0.109106577,0.258719494,0.357720445,0.051469238,0.822531836,0.128720834,0.596365267,0.627384545,0.039188183,0
